source,prepared_image,caption
training/dragonrod/Supplemon.png,datasets/vpet_lora/train/00921_Supplemon.png,"vpet_style, vpet_left_pose, digimon, supplemon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Tokomon X-Antibody.png,datasets/vpet_lora/train/00922_Tokomon X-Antibody.png,"vpet_style, vpet_left_pose, digimon, tokomon x antibody, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Tokomon.png,datasets/vpet_lora/train/00923_Tokomon.png,"vpet_style, vpet_left_pose, digimon, tokomon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Toucanmon.png,datasets/vpet_lora/train/00924_Toucanmon.png,"vpet_style, vpet_left_pose, digimon, toucanmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/ToyAgumon (Black).png,datasets/vpet_lora/train/00925_ToyAgumon (Black).png,"vpet_style, vpet_left_pose, digimon, toyagumon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/ToyAgumon.png,datasets/vpet_lora/train/00926_ToyAgumon.png,"vpet_style, vpet_left_pose, digimon, toyagumon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Triceramon X-Antibody.png,datasets/vpet_lora/train/00927_Triceramon X-Antibody.png,"vpet_style, vpet_left_pose, digimon, triceramon x antibody, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Tsumemon (2).png,datasets/vpet_lora/train/00928_Tsumemon (2).png,"vpet_style, vpet_left_pose, digimon, tsumemon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Tsumemon.png,datasets/vpet_lora/train/00929_Tsumemon.png,"vpet_style, vpet_left_pose, digimon, tsumemon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Tylomon.png,datasets/vpet_lora/train/00930_Tylomon.png,"vpet_style, vpet_left_pose, digimon, tylomon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/VR-BWarGrey.png,datasets/vpet_lora/train/00931_VR-BWarGrey.png,"vpet_style, vpet_left_pose, digimon, vr bwargrey, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/VR-WarGrey.png,datasets/vpet_lora/train/00932_VR-WarGrey.png,"vpet_style, vpet_left_pose, digimon, vr wargrey, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Vitium Adult.png,datasets/vpet_lora/train/00933_Vitium Adult.png,"vpet_style, vpet_left_pose, digimon, vitium, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Vitium Baby.png,datasets/vpet_lora/train/00934_Vitium Baby.png,"vpet_style, vpet_left_pose, digimon, vitium, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Witchmon.png,datasets/vpet_lora/train/00935_Witchmon.png,"vpet_style, vpet_left_pose, digimon, witchmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Yaksamon.png,datasets/vpet_lora/train/00936_Yaksamon.png,"vpet_style, vpet_left_pose, digimon, yaksamon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Yggdrasill Core.png,datasets/vpet_lora/train/00937_Yggdrasill Core.png,"vpet_style, vpet_left_pose, digimon, yggdrasill core, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Yggdrasill_7D6.png,datasets/vpet_lora/train/00938_Yggdrasill_7D6.png,"vpet_style, vpet_left_pose, digimon, yggdrasill d, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Beelzebumon_ Blast Mode.png,datasets/vpet_lora/train/00939_Beelzebumon_ Blast Mode.png,"vpet_style, vpet_left_pose, digimon, beelzebumon blast, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Belphemon_ Rage Mode (Mutant).png,datasets/vpet_lora/train/00940_Belphemon_ Rage Mode (Mutant).png,"vpet_style, vpet_left_pose, digimon, belphemon rage mutant, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Belphemon_ Rage Mode.png,datasets/vpet_lora/train/00941_Belphemon_ Rage Mode.png,"vpet_style, vpet_left_pose, digimon, belphemon rage, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Belphemon_ Sleep Mode (Mutant).png,datasets/vpet_lora/train/00942_Belphemon_ Sleep Mode (Mutant).png,"vpet_style, vpet_left_pose, digimon, belphemon sleep mutant, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Belphemon_ Sleep Mode.png,datasets/vpet_lora/train/00943_Belphemon_ Sleep Mode.png,"vpet_style, vpet_left_pose, digimon, belphemon sleep, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/BioLotusmon.png,datasets/vpet_lora/train/00944_BioLotusmon.png,"vpet_style, vpet_left_pose, digimon, biolotusmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/BioSpinomon.png,datasets/vpet_lora/train/00945_BioSpinomon.png,"vpet_style, vpet_left_pose, digimon, biospinomon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/CatchMamemon.png,datasets/vpet_lora/train/00946_CatchMamemon.png,"vpet_style, vpet_left_pose, digimon, catchmamemon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Ceresmon.png,datasets/vpet_lora/train/00947_Ceresmon.png,"vpet_style, vpet_left_pose, digimon, ceresmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Ceresmon_ Medium.png,datasets/vpet_lora/train/00948_Ceresmon_ Medium.png,"vpet_style, vpet_left_pose, digimon, ceresmon medium, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Chaos Lord.png,datasets/vpet_lora/train/00949_Chaos Lord.png,"vpet_style, vpet_left_pose, digimon, chaos lord, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/ChaosGreymon.png,datasets/vpet_lora/train/00950_ChaosGreymon.png,"vpet_style, vpet_left_pose, digimon, chaosgreymon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/ChaosSeadramon.png,datasets/vpet_lora/train/00951_ChaosSeadramon.png,"vpet_style, vpet_left_pose, digimon, chaosseadramon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Chaosmon.png,datasets/vpet_lora/train/00952_Chaosmon.png,"vpet_style, vpet_left_pose, digimon, chaosmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Chaosmon_ Valdur Arm.png,datasets/vpet_lora/train/00953_Chaosmon_ Valdur Arm.png,"vpet_style, vpet_left_pose, digimon, chaosmon valdur arm, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Chikurimon (Nanomon).png,datasets/vpet_lora/train/00954_Chikurimon (Nanomon).png,"vpet_style, vpet_left_pose, digimon, chikurimon nanomon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Chronomon Holy Mode.png,datasets/vpet_lora/train/00955_Chronomon Holy Mode.png,"vpet_style, vpet_left_pose, digimon, chronomon holy, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Clockmon (XW).png,datasets/vpet_lora/train/00956_Clockmon (XW).png,"vpet_style, vpet_left_pose, digimon, clockmon xw, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Clockmon.png,datasets/vpet_lora/train/00957_Clockmon.png,"vpet_style, vpet_left_pose, digimon, clockmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/DarkKnightmon.png,datasets/vpet_lora/train/00958_DarkKnightmon.png,"vpet_style, vpet_left_pose, digimon, darkknightmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/DarkTyrannomon.png,datasets/vpet_lora/train/00959_DarkTyrannomon.png,"vpet_style, vpet_left_pose, digimon, darktyrannomon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Darkness Bagramon.png,datasets/vpet_lora/train/00960_Darkness Bagramon.png,"vpet_style, vpet_left_pose, digimon, darkness bagramon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/DeadlyAxemon.png,datasets/vpet_lora/train/00961_DeadlyAxemon.png,"vpet_style, vpet_left_pose, digimon, deadlyaxemon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Death-X-mon.png,datasets/vpet_lora/train/00962_Death-X-mon.png,"vpet_style, vpet_left_pose, digimon, death x mon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/DeckerGreymon.png,datasets/vpet_lora/train/00963_DeckerGreymon.png,"vpet_style, vpet_left_pose, digimon, deckergreymon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Demon (Mutant).png,datasets/vpet_lora/train/00964_Demon (Mutant).png,"vpet_style, vpet_left_pose, digimon, demon mutant, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Demon X-Antibody.png,datasets/vpet_lora/train/00965_Demon X-Antibody.png,"vpet_style, vpet_left_pose, digimon, demon x antibody, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Demon.png,datasets/vpet_lora/train/00966_Demon.png,"vpet_style, vpet_left_pose, digimon, demon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Diaboromon.png,datasets/vpet_lora/train/00967_Diaboromon.png,"vpet_style, vpet_left_pose, digimon, diaboromon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Diatrymon.png,datasets/vpet_lora/train/00968_Diatrymon.png,"vpet_style, vpet_left_pose, digimon, diatrymon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Dimetromon.png,datasets/vpet_lora/train/00969_Dimetromon.png,"vpet_style, vpet_left_pose, digimon, dimetromon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Dinomon.png,datasets/vpet_lora/train/00970_Dinomon.png,"vpet_style, vpet_left_pose, digimon, dinomon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Dokunemon.png,datasets/vpet_lora/train/00971_Dokunemon.png,"vpet_style, vpet_left_pose, digimon, dokunemon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Dondokomon.png,datasets/vpet_lora/train/00972_Dondokomon.png,"vpet_style, vpet_left_pose, digimon, dondokomon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Dracmon.png,datasets/vpet_lora/train/00973_Dracmon.png,"vpet_style, vpet_left_pose, digimon, dracmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Duftmon.png,datasets/vpet_lora/train/00974_Duftmon.png,"vpet_style, vpet_left_pose, digimon, duftmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Duftmon_ Leopard Mode.png,datasets/vpet_lora/train/00975_Duftmon_ Leopard Mode.png,"vpet_style, vpet_left_pose, digimon, duftmon leopard, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Dukemon X-Antibody.png,datasets/vpet_lora/train/00976_Dukemon X-Antibody.png,"vpet_style, vpet_left_pose, digimon, dukemon x antibody, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/ElDradimon.png,datasets/vpet_lora/train/00977_ElDradimon.png,"vpet_style, vpet_left_pose, digimon, eldradimon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Elecmon (Violet).png,datasets/vpet_lora/train/00978_Elecmon (Violet).png,"vpet_style, vpet_left_pose, digimon, elecmon violet, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Elecmon.png,datasets/vpet_lora/train/00979_Elecmon.png,"vpet_style, vpet_left_pose, digimon, elecmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Eosmon (Adult).png,datasets/vpet_lora/train/00980_Eosmon (Adult).png,"vpet_style, vpet_left_pose, digimon, eosmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Eosmon (Mega).png,datasets/vpet_lora/train/00981_Eosmon (Mega).png,"vpet_style, vpet_left_pose, digimon, eosmon mega, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Evilmon.png,datasets/vpet_lora/train/00982_Evilmon.png,"vpet_style, vpet_left_pose, digimon, evilmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Eyesmon.png,datasets/vpet_lora/train/00983_Eyesmon.png,"vpet_style, vpet_left_pose, digimon, eyesmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Eyesmon_ Scatter Mode.png,datasets/vpet_lora/train/00984_Eyesmon_ Scatter Mode.png,"vpet_style, vpet_left_pose, digimon, eyesmon scatter, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Falcomon.png,datasets/vpet_lora/train/00985_Falcomon.png,"vpet_style, vpet_left_pose, digimon, falcomon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/FanBeemon.png,datasets/vpet_lora/train/00986_FanBeemon.png,"vpet_style, vpet_left_pose, digimon, fanbeemon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Fangmon.png,datasets/vpet_lora/train/00987_Fangmon.png,"vpet_style, vpet_left_pose, digimon, fangmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Floramon.png,datasets/vpet_lora/train/00988_Floramon.png,"vpet_style, vpet_left_pose, digimon, floramon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Flymon.png,datasets/vpet_lora/train/00989_Flymon.png,"vpet_style, vpet_left_pose, digimon, flymon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Fugamon.png,datasets/vpet_lora/train/00990_Fugamon.png,"vpet_style, vpet_left_pose, digimon, fugamon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Fujinmon.png,datasets/vpet_lora/train/00991_Fujinmon.png,"vpet_style, vpet_left_pose, digimon, fujinmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Gabumon (Bond of Friendship).png,datasets/vpet_lora/train/00992_Gabumon (Bond of Friendship).png,"vpet_style, vpet_left_pose, digimon, gabumon bond of friendship, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Gabumon X-Antibody.png,datasets/vpet_lora/train/00993_Gabumon X-Antibody.png,"vpet_style, vpet_left_pose, digimon, gabumon x antibody, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Gaioumon_ Itto Mode.png,datasets/vpet_lora/train/00994_Gaioumon_ Itto Mode.png,"vpet_style, vpet_left_pose, digimon, gaioumon itto, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Ganemon.png,datasets/vpet_lora/train/00995_Ganemon.png,"vpet_style, vpet_left_pose, digimon, ganemon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Ganimon.png,datasets/vpet_lora/train/00996_Ganimon.png,"vpet_style, vpet_left_pose, digimon, ganimon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Gaossmon.png,datasets/vpet_lora/train/00997_Gaossmon.png,"vpet_style, vpet_left_pose, digimon, gaossmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Gawappamon.png,datasets/vpet_lora/train/00998_Gawappamon.png,"vpet_style, vpet_left_pose, digimon, gawappamon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Gekomon.png,datasets/vpet_lora/train/00999_Gekomon.png,"vpet_style, vpet_left_pose, digimon, gekomon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Gerbemon.png,datasets/vpet_lora/train/01000_Gerbemon.png,"vpet_style, vpet_left_pose, digimon, gerbemon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Geremon.png,datasets/vpet_lora/train/01001_Geremon.png,"vpet_style, vpet_left_pose, digimon, geremon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/GigaBreakdramon.png,datasets/vpet_lora/train/01002_GigaBreakdramon.png,"vpet_style, vpet_left_pose, digimon, gigabreakdramon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/GiganticNumemon.png,datasets/vpet_lora/train/01003_GiganticNumemon.png,"vpet_style, vpet_left_pose, digimon, giganticnumemon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Gokuwmon.png,datasets/vpet_lora/train/01004_Gokuwmon.png,"vpet_style, vpet_left_pose, digimon, gokuwmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Greymon (2010).png,datasets/vpet_lora/train/01005_Greymon (2010).png,"vpet_style, vpet_left_pose, digimon, greymon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Greymon (C'mon Digimon).png,datasets/vpet_lora/train/01006_Greymon (C'mon Digimon).png,"vpet_style, vpet_left_pose, digimon, greymon c'mon digimon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Greymon (Movie).png,datasets/vpet_lora/train/01007_Greymon (Movie).png,"vpet_style, vpet_left_pose, digimon, greymon movie, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Grizzlymon.png,datasets/vpet_lora/train/01008_Grizzlymon.png,"vpet_style, vpet_left_pose, digimon, grizzlymon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Growmon X-Antibody.png,datasets/vpet_lora/train/01009_Growmon X-Antibody.png,"vpet_style, vpet_left_pose, digimon, growmon x antibody, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Guardromon (Gold).png,datasets/vpet_lora/train/01010_Guardromon (Gold).png,"vpet_style, vpet_left_pose, digimon, guardromon gold, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Guardromon.png,datasets/vpet_lora/train/01011_Guardromon.png,"vpet_style, vpet_left_pose, digimon, guardromon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Guilmon X-Antibody.png,datasets/vpet_lora/train/01012_Guilmon X-Antibody.png,"vpet_style, vpet_left_pose, digimon, guilmon x antibody, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Gururumon (DW2).png,datasets/vpet_lora/train/01013_Gururumon (DW2).png,"vpet_style, vpet_left_pose, digimon, gururumon dw, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Hakubamon.png,datasets/vpet_lora/train/01014_Hakubamon.png,"vpet_style, vpet_left_pose, digimon, hakubamon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Hanimon.png,datasets/vpet_lora/train/01015_Hanimon.png,"vpet_style, vpet_left_pose, digimon, hanimon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/HeavyMetaldramon.png,datasets/vpet_lora/train/01016_HeavyMetaldramon.png,"vpet_style, vpet_left_pose, digimon, heavymetaldramon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/HerculesKabuterimon (Mutant).png,datasets/vpet_lora/train/01017_HerculesKabuterimon (Mutant).png,"vpet_style, vpet_left_pose, digimon, herculeskabuterimon mutant, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/HerculesKabuterimon.png,datasets/vpet_lora/train/01018_HerculesKabuterimon.png,"vpet_style, vpet_left_pose, digimon, herculeskabuterimon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Hi-Vision Monitamon.png,datasets/vpet_lora/train/01019_Hi-Vision Monitamon.png,"vpet_style, vpet_left_pose, digimon, hi vision monitamon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Hookmon.png,datasets/vpet_lora/train/01020_Hookmon.png,"vpet_style, vpet_left_pose, digimon, hookmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Hyokomon.png,datasets/vpet_lora/train/01021_Hyokomon.png,"vpet_style, vpet_left_pose, digimon, hyokomon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Imperialdramon.png,datasets/vpet_lora/train/01022_Imperialdramon.png,"vpet_style, vpet_left_pose, digimon, imperialdramon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Imperialdramon_ Dragon Mode (Black).png,datasets/vpet_lora/train/01023_Imperialdramon_ Dragon Mode (Black).png,"vpet_style, vpet_left_pose, digimon, imperialdramon dragon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Imperialdramon_ Dragon Mode.png,datasets/vpet_lora/train/01024_Imperialdramon_ Dragon Mode.png,"vpet_style, vpet_left_pose, digimon, imperialdramon dragon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Imperialdramon_ Paladin Mode.png,datasets/vpet_lora/train/01025_Imperialdramon_ Paladin Mode.png,"vpet_style, vpet_left_pose, digimon, imperialdramon paladin, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/JetMervamon.png,datasets/vpet_lora/train/01026_JetMervamon.png,"vpet_style, vpet_left_pose, digimon, jetmervamon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Jijimon.png,datasets/vpet_lora/train/01027_Jijimon.png,"vpet_style, vpet_left_pose, digimon, jijimon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Junomon.png,datasets/vpet_lora/train/01028_Junomon.png,"vpet_style, vpet_left_pose, digimon, junomon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Junomon_ Hysteric Mode.png,datasets/vpet_lora/train/01029_Junomon_ Hysteric Mode.png,"vpet_style, vpet_left_pose, digimon, junomon hysteric, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Jupitermon_ Wrath Mode.png,datasets/vpet_lora/train/01030_Jupitermon_ Wrath Mode.png,"vpet_style, vpet_left_pose, digimon, jupitermon wrath, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Justimon.png,datasets/vpet_lora/train/01031_Justimon.png,"vpet_style, vpet_left_pose, digimon, justimon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Jyureimon.png,datasets/vpet_lora/train/01032_Jyureimon.png,"vpet_style, vpet_left_pose, digimon, jyureimon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Kamemon.png,datasets/vpet_lora/train/01033_Kamemon.png,"vpet_style, vpet_left_pose, digimon, kamemon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/KausGammomon.png,datasets/vpet_lora/train/01034_KausGammomon.png,"vpet_style, vpet_left_pose, digimon, kausgammomon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Kimeramon.png,datasets/vpet_lora/train/01035_Kimeramon.png,"vpet_style, vpet_left_pose, digimon, kimeramon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Kotemon.png,datasets/vpet_lora/train/01036_Kotemon.png,"vpet_style, vpet_left_pose, digimon, kotemon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Lavorvomon.png,datasets/vpet_lora/train/01037_Lavorvomon.png,"vpet_style, vpet_left_pose, digimon, lavorvomon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Leomon (Evil).png,datasets/vpet_lora/train/01038_Leomon (Evil).png,"vpet_style, vpet_left_pose, digimon, leomon evil, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Leviamon (Mutant).png,datasets/vpet_lora/train/01039_Leviamon (Mutant).png,"vpet_style, vpet_left_pose, digimon, leviamon mutant, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Leviamon X-Antibody.png,datasets/vpet_lora/train/01040_Leviamon X-Antibody.png,"vpet_style, vpet_left_pose, digimon, leviamon x antibody, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Lilymon.png,datasets/vpet_lora/train/01041_Lilymon.png,"vpet_style, vpet_left_pose, digimon, lilymon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Loudmon.png,datasets/vpet_lora/train/01042_Loudmon.png,"vpet_style, vpet_left_pose, digimon, loudmon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Lucemon.png,datasets/vpet_lora/train/01043_Lucemon.png,"vpet_style, vpet_left_pose, digimon, lucemon, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Lucemon_ Falldown Mode.png,datasets/vpet_lora/train/01044_Lucemon_ Falldown Mode.png,"vpet_style, vpet_left_pose, digimon, lucemon falldown, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
training/dragonrod/Ludomon (Armorless).png,datasets/vpet_lora/train/01045_Ludomon (Armorless).png,"vpet_style, vpet_left_pose, digimon, ludomon armorless, full body, partial left-facing, three-quarter view, sprite, pixel art, clean outline, limited color palette"
